season,mnth,weekday,weathersit,yr,hr,holiday,workingday,temp,atemp,hum,windspeed,cnt
fall,Oct,Mon,clear,2011,3,0,0,3.28,-2.0013999999999985,75.0,23.9994,33
summer,Aug,Thu,clear,2012,0,0,1,23.96,26.002399999999994,79.0,11.0014,47
winter,Jan,Fri,cloudy,2012,13,0,1,9.86,9.9974,71.0,0.0,173
fall,Oct,Wed,cloudy,2011,11,0,1,20.2,24.9992,49.0,7.0015,147
fall,Dec,Tue,clear,2011,0,0,1,1.4000000000000004,-0.9982000000000006,69.0,6.0032,20
winter,Dec,Sun,clear,2011,18,0,0,11.739999999999998,11.997200000000005,54.0,8.9981,93
spring,Apr,Thu,clear,2012,20,0,1,22.08,24.9992,27.0,15.0013,372
fall,Dec,Sun,clear,2011,8,0,0,4.220000000000001,1.9982000000000009,65.0,8.9981,73
fall,Oct,Sat,clear,2011,6,0,1,11.739999999999998,11.997200000000005,88.0,0.0,87
spring,Jun,Mon,clear,2012,9,0,0,24.9,26.998999999999995,57.99999999999999,0.0,266
winter,Jan,Wed,clear,2011,23,0,1,1.4000000000000004,-0.9982000000000006,69.0,6.0032,11
spring,Apr,Sat,cloudy,2011,7,0,1,7.98,5.001199999999997,53.0,19.0012,180
winter,Mar,Thu,clear,2012,17,0,1,18.320000000000004,18.9998,43.0,32.9975,612
summer,Aug,Wed,clear,2012,17,0,1,29.6,30.001999999999995,35.0,26.0027,864
summer,Aug,Tue,clear,2012,11,0,1,27.72,32.0018,66.0,8.9981,260
fall,Dec,Sat,cloudy,2012,22,0,1,8.919999999999998,7.9975999999999985,93.0,6.0032,165
fall,Nov,Sun,cloudy,2012,11,0,0,5.160000000000002,1.0015999999999998,41.0,19.9995,186
spring,Jun,Fri,rain,2011,6,0,1,19.26,20.003,73.0,11.0014,112
summer,Jul,Tue,cloudy,2012,3,0,1,25.84,28.002199999999995,54.0,27.9993,5
winter,Mar,Wed,clear,2011,12,0,1,6.1,3.998000000000001,39.0,8.9981,86
summer,Sep,Wed,clear,2012,6,0,1,13.62,13.997,77.0,7.0015,211
spring,May,Tue,cloudy,2012,5,0,1,17.380000000000003,18.0032,77.0,11.0014,26
spring,Jun,Sun,clear,2011,7,0,0,25.84,28.002199999999995,57.99999999999999,12.998,68
summer,Jul,Mon,clear,2012,9,0,0,25.84,28.9988,62.0,16.997899999999998,226
summer,Aug,Sun,cloudy,2012,19,0,0,23.020000000000003,22.9994,89.0,7.0015,275
summer,Aug,Mon,cloudy,2012,3,0,0,21.14,24.0026,61.0,11.0014,55
summer,Jun,Thu,cloudy,2011,16,0,1,30.54,36.998000000000005,59.0,22.0028,258
summer,Jun,Sat,clear,2012,15,0,1,37.12,44.0006,36.0,0.0,230
fall,Oct,Sat,clear,2012,0,0,1,10.8,11.000600000000002,66.0,7.0015,68
winter,Feb,Fri,cloudy,2012,2,0,1,6.1,5.001199999999997,70.0,6.0032,7
spring,Apr,Sun,cloudy,2011,0,0,0,12.68,13.0004,54.0,16.997899999999998,106
spring,Jun,Sat,clear,2011,3,0,1,17.380000000000003,18.0032,49.0,15.0013,5
fall,Oct,Sat,cloudy,2011,16,0,1,8.919999999999998,7.000999999999998,46.0,11.0014,308
fall,Sep,Thu,clear,2011,2,0,1,20.2,20.003,88.0,16.997899999999998,9
fall,Oct,Fri,clear,2012,2,0,1,17.380000000000003,18.0032,77.0,0.0,18
summer,Jun,Mon,cloudy,2012,2,0,0,23.96,26.002399999999994,51.0,0.0,114
summer,Aug,Thu,rain,2011,20,0,1,24.9,28.002199999999995,84.0,7.0015,87
spring,Jun,Sun,clear,2011,0,0,0,18.320000000000004,18.9998,52.0,0.0,93
winter,Feb,Tue,clear,2012,14,0,1,7.98,7.000999999999998,23.0,7.0015,135
fall,Oct,Sun,clear,2011,3,0,0,10.8,11.000600000000002,62.0,8.9981,20
fall,Nov,Fri,clear,2011,19,1,0,10.8,11.000600000000002,54.0,7.0015,28
winter,Jan,Fri,clear,2012,10,0,1,7.98,7.000999999999998,81.0,7.0015,90
fall,Dec,Sun,clear,2012,19,0,0,10.8,11.000600000000002,87.0,0.0,246
summer,Sep,Wed,clear,2011,7,0,1,19.26,20.003,83.0,6.0032,362
winter,Jan,Fri,cloudy,2012,6,0,1,1.4000000000000004,-2.0013999999999985,75.0,8.9981,78
spring,May,Mon,clear,2011,2,0,0,14.56,15.0002,63.0,0.0,59
summer,Aug,Tue,clear,2012,16,0,1,29.6,34.0016,55.00000000000001,16.997899999999998,444
fall,Nov,Wed,cloudy,2012,5,0,1,2.34,-0.9982000000000006,64.0,12.998,41
fall,Nov,Tue,clear,2011,23,0,1,18.320000000000004,18.9998,64.0,19.9995,61
winter,Feb,Sat,clear,2011,17,0,1,23.020000000000003,24.9992,34.0,23.9994,327
winter,Mar,Sun,rain,2012,0,0,0,8.919999999999998,7.9975999999999985,93.0,6.0032,22
summer,Aug,Tue,clear,2012,14,0,1,29.6,30.001999999999995,33.0,7.0015,248
spring,Jun,Sun,clear,2012,15,0,0,31.48,30.9986,20.0,19.9995,555
summer,Jun,Fri,clear,2012,4,0,1,24.9,28.002199999999995,84.0,6.0032,12
winter,Mar,Fri,rain,2011,9,0,1,10.8,11.000600000000002,0.0,15.0013,24
spring,Apr,Tue,cloudy,2011,14,0,1,19.26,20.003,49.0,12.998,144
summer,Aug,Fri,clear,2012,21,0,1,25.84,28.9988,66.0,8.9981,307
fall,Oct,Sun,clear,2012,12,0,0,20.2,24.9992,53.0,16.997899999999998,668
spring,May,Wed,clear,2011,17,0,1,31.48,36.998000000000005,53.0,15.0013,495
summer,Jul,Thu,clear,2011,4,0,1,26.78,28.9988,57.99999999999999,16.997899999999998,5
fall,Oct,Sat,clear,2012,12,0,1,25.84,26.998999999999995,42.0,11.0014,468
spring,May,Fri,clear,2011,14,0,1,30.54,34.998200000000004,52.0,19.0012,189
fall,Oct,Wed,cloudy,2012,13,0,1,15.5,15.9968,67.0,8.9981,238
fall,Dec,Fri,rain,2012,23,0,1,10.8,11.000600000000002,82.0,19.9995,13
fall,Dec,Wed,clear,2011,19,0,1,9.86,9.9974,66.0,0.0,224
fall,Dec,Wed,clear,2011,20,0,1,8.919999999999998,9.000800000000002,66.0,0.0,147
spring,Apr,Sun,cloudy,2011,13,0,0,8.919999999999998,9.000800000000002,81.0,0.0,222
spring,Apr,Thu,clear,2011,20,0,1,12.68,13.0004,62.0,16.997899999999998,126
spring,May,Wed,rain,2012,1,0,1,18.320000000000004,18.9998,88.0,8.9981,19
summer,Jun,Fri,clear,2012,6,0,1,21.14,24.9992,56.99999999999999,6.0032,193
winter,Jan,Fri,clear,2011,15,0,1,3.28,-2.0013999999999985,38.0,19.9995,60
spring,May,Thu,cloudy,2011,12,0,1,12.68,13.0004,62.0,23.9994,124
summer,Jul,Mon,clear,2012,1,0,0,30.54,36.001400000000004,56.00000000000001,7.0015,124
summer,Sep,Fri,clear,2012,10,0,1,19.26,20.003,53.0,6.0032,190
summer,Jul,Tue,clear,2012,17,0,1,31.48,32.0018,32.0,8.9981,747
fall,Nov,Mon,clear,2012,6,0,0,5.160000000000002,1.9982000000000009,81.0,11.0014,15
summer,Jul,Thu,clear,2011,5,0,1,24.9,26.998999999999995,54.0,19.0012,18
summer,Jun,Mon,clear,2012,9,0,0,25.84,28.002199999999995,51.0,0.0,232
fall,Nov,Sat,clear,2012,22,0,1,6.1,5.997799999999998,75.0,0.0,163
summer,Jul,Fri,clear,2012,6,0,1,23.020000000000003,24.0026,78.0,16.997899999999998,181
summer,Jul,Sat,clear,2011,0,0,1,26.78,30.001999999999995,66.0,7.0015,47
spring,May,Thu,clear,2012,20,0,1,16.44,17.0,77.0,16.997899999999998,338
winter,Jan,Mon,clear,2011,8,0,0,2.34,-2.0013999999999985,55.00000000000001,19.0012,18
fall,Nov,Sat,cloudy,2012,18,0,1,9.86,9.9974,43.0,22.0028,522
summer,Jul,Fri,clear,2011,22,0,1,22.08,24.9992,56.99999999999999,6.0032,176
winter,Feb,Tue,cloudy,2011,8,0,1,-0.4799999999999995,-0.9982000000000006,100.0,0.0,230
fall,Oct,Tue,clear,2011,20,0,1,14.56,15.0002,82.0,7.0015,129
fall,Oct,Thu,clear,2012,3,0,1,15.5,15.9968,77.0,6.0032,4
fall,Nov,Sat,clear,2012,20,0,1,8.919999999999998,7.000999999999998,66.0,8.9981,255
winter,Mar,Fri,clear,2011,14,0,1,15.5,15.9968,45.0,7.0015,119
fall,Nov,Fri,clear,2012,2,0,1,2.34,1.9982000000000009,64.0,0.0,7
fall,Dec,Wed,clear,2012,8,0,1,9.86,9.9974,94.0,0.0,662
spring,Apr,Thu,rain,2011,8,0,1,9.86,9.9974,94.0,12.998,164
spring,May,Sat,clear,2012,5,0,1,18.320000000000004,18.9998,88.0,12.998,24
fall,Oct,Wed,cloudy,2012,13,0,1,20.2,20.003,88.0,8.9981,154
winter,Feb,Fri,rain,2012,10,0,1,7.040000000000001,5.997799999999998,70.0,8.9981,44
summer,Jul,Wed,clear,2012,0,0,1,24.9,26.998999999999995,70.0,6.0032,69
summer,Jun,Thu,clear,2011,21,0,1,25.84,26.998999999999995,39.0,15.0013,221
winter,Mar,Wed,clear,2012,19,0,1,7.98,3.998000000000001,46.0,19.9995,287
spring,May,Fri,cloudy,2012,10,0,1,16.44,17.0,77.0,0.0,168
fall,Nov,Thu,clear,2011,2,0,1,7.040000000000001,7.000999999999998,93.0,0.0,5
fall,Dec,Sat,clear,2011,5,0,1,2.34,1.9982000000000009,80.0,0.0,20
fall,Oct,Sun,clear,2011,22,0,0,10.8,11.000600000000002,76.0,0.0,144
summer,Sep,Tue,cloudy,2011,12,0,1,19.26,20.003,60.0,6.0032,189
fall,Oct,Sun,cloudy,2011,19,0,0,9.86,9.9974,82.0,12.998,126
spring,May,Fri,clear,2011,11,0,1,19.26,20.003,60.0,15.0013,179
winter,Feb,Thu,clear,2011,13,0,1,0.4599999999999991,-4.997800000000002,40.0,16.997899999999998,69
winter,Feb,Sun,clear,2011,21,0,0,4.220000000000001,3.998000000000001,41.0,0.0,51
fall,Oct,Mon,clear,2012,2,0,0,10.8,11.000600000000002,62.0,11.0014,132
spring,Mar,Mon,clear,2011,15,0,0,7.040000000000001,3.998000000000001,36.0,19.0012,172
spring,Apr,Sun,clear,2012,0,0,0,16.44,17.0,77.0,15.0013,142
summer,Jul,Sun,cloudy,2012,6,0,0,22.08,22.9994,78.0,6.0032,35
fall,Dec,Mon,cloudy,2012,16,0,0,9.86,9.9974,82.0,7.0015,400
spring,May,Sun,clear,2012,12,0,0,23.020000000000003,24.9992,36.0,0.0,642
fall,Dec,Mon,cloudy,2012,21,0,0,8.919999999999998,9.000800000000002,93.0,0.0,106
spring,May,Wed,cloudy,2011,1,0,1,18.320000000000004,18.9998,78.0,16.997899999999998,14
fall,Nov,Thu,clear,2011,4,0,1,6.1,5.997799999999998,87.0,0.0,4
spring,May,Wed,cloudy,2012,13,0,1,22.08,24.0026,73.0,0.0,243
fall,Oct,Tue,cloudy,2012,9,1,0,9.86,9.9974,66.0,11.0014,332
spring,Apr,Sun,cloudy,2011,9,0,0,7.98,7.000999999999998,87.0,7.0015,98
spring,Jun,Sun,clear,2011,0,0,0,24.9,28.002199999999995,79.0,8.9981,117
fall,Dec,Fri,clear,2012,20,0,1,6.1,5.997799999999998,45.0,0.0,241
summer,Jun,Sat,clear,2012,9,0,1,27.72,30.001999999999995,55.00000000000001,11.0014,300
winter,Jan,Fri,clear,2011,18,0,1,2.34,-0.9982000000000006,51.0,8.9981,163
summer,Aug,Fri,clear,2012,11,0,1,27.72,28.9988,40.0,6.0032,276
fall,Oct,Tue,clear,2011,13,0,1,18.320000000000004,18.9998,46.0,6.0032,205
winter,Jan,Tue,rain,2011,21,1,0,-0.4799999999999995,-6.001,80.0,12.998,27
fall,Oct,Thu,clear,2011,20,0,1,16.44,17.0,77.0,11.0014,246
spring,May,Sat,clear,2012,21,0,1,24.9,26.998999999999995,65.0,8.9981,255
spring,Jun,Sat,clear,2011,14,0,1,27.72,30.001999999999995,52.0,12.998,215
fall,Nov,Fri,cloudy,2012,20,0,1,9.86,9.9974,54.0,16.997899999999998,296
winter,Dec,Thu,rain,2011,17,0,1,12.68,13.0004,100.0,22.0028,229
fall,Nov,Thu,cloudy,2012,17,0,1,7.040000000000001,3.0014000000000003,53.0,26.0027,517
fall,Nov,Mon,clear,2012,19,0,0,8.919999999999998,7.000999999999998,66.0,11.0014,210
winter,Feb,Fri,rain,2012,15,0,1,7.98,7.9975999999999985,76.0,0.0,53
fall,Dec,Tue,cloudy,2011,15,0,1,7.040000000000001,5.997799999999998,56.99999999999999,7.0015,132
winter,Jan,Tue,clear,2011,16,0,1,1.4000000000000004,-2.0013999999999985,40.0,8.9981,74
fall,Sep,Sat,rain,2012,20,0,1,20.2,24.9992,53.0,11.0014,336
fall,Oct,Sat,clear,2011,23,0,1,13.62,13.997,59.0,11.0014,95
summer,Jul,Sun,clear,2011,3,0,0,20.2,22.0028,78.0,8.9981,26
winter,Jan,Mon,clear,2012,22,0,0,7.040000000000001,3.0014000000000003,26.0,26.0027,64
spring,May,Sun,cloudy,2012,16,0,0,23.96,26.002399999999994,65.0,26.0027,540
summer,Jul,Sun,clear,2012,12,0,0,31.48,34.0016,41.0,15.0013,487
winter,Jan,Wed,clear,2012,2,0,1,6.1,3.0014000000000003,42.0,15.0013,2
summer,Jul,Wed,cloudy,2012,18,0,1,32.42,32.9984,30.0,0.0,627
fall,Oct,Thu,clear,2012,6,0,1,6.1,3.998000000000001,81.0,11.0014,116
summer,Aug,Tue,clear,2011,14,0,1,35.24,38.0012,29.0,12.998,123
winter,Feb,Sun,rain,2012,20,0,0,3.28,-0.9982000000000006,93.0,12.998,77
spring,May,Fri,clear,2011,17,0,1,29.6,32.0018,46.0,19.0012,494
spring,May,Wed,clear,2011,9,0,1,29.6,34.0016,55.00000000000001,8.9981,175
spring,Jun,Thu,clear,2011,17,0,1,26.78,26.998999999999995,28.000000000000004,7.0015,638
fall,Oct,Sat,clear,2011,1,0,1,19.26,20.003,94.0,8.9981,24
summer,Jul,Sat,clear,2012,6,0,1,26.78,30.001999999999995,66.0,12.998,131
spring,May,Sat,clear,2011,2,0,1,9.86,9.9974,62.0,7.0015,16
summer,Jul,Sat,clear,2011,11,0,1,29.6,30.001999999999995,26.0,0.0,214
fall,Dec,Thu,clear,2011,23,0,1,3.28,-2.0013999999999985,93.0,26.0027,16
spring,Apr,Sat,cloudy,2011,21,1,0,10.8,11.000600000000002,76.0,19.9995,102
spring,Mar,Sat,clear,2012,21,0,1,9.86,9.9974,66.0,8.9981,220
summer,Aug,Sat,clear,2011,6,0,1,21.14,24.9992,50.0,8.9981,76
spring,Mar,Wed,clear,2012,4,0,1,3.28,-2.0013999999999985,32.0,23.9994,3
summer,Sep,Sat,clear,2012,19,0,1,23.96,26.002399999999994,56.99999999999999,11.0014,579
spring,Jun,Thu,rain,2011,18,0,1,30.54,36.001400000000004,56.00000000000001,26.0027,309
fall,Oct,Sun,clear,2012,22,0,0,12.68,13.0004,62.0,8.9981,185
summer,Aug,Fri,clear,2012,16,0,1,32.42,34.998200000000004,39.0,16.997899999999998,417
summer,Aug,Sun,cloudy,2012,15,0,0,22.08,24.0026,73.0,22.0028,233
winter,Feb,Mon,cloudy,2012,8,0,0,3.28,-0.9982000000000006,56.00000000000001,12.998,56
summer,Aug,Thu,clear,2012,4,0,1,22.08,22.0028,83.0,7.0015,4
fall,Sep,Wed,clear,2012,23,0,1,20.2,24.9992,56.00000000000001,22.0028,98
summer,Aug,Fri,clear,2012,14,0,1,33.36,34.998200000000004,32.0,15.0013,247
fall,Oct,Fri,clear,2012,16,0,1,20.2,24.9992,56.00000000000001,19.0012,450
summer,Aug,Tue,rain,2011,3,0,1,24.9,26.998999999999995,65.0,8.9981,5
fall,Dec,Wed,rain,2011,23,0,1,13.62,13.997,100.0,11.0014,53
winter,Feb,Mon,clear,2011,4,0,0,4.220000000000001,-0.9982000000000006,60.0,23.9994,2
summer,Jul,Thu,clear,2012,9,0,1,25.84,26.998999999999995,37.0,19.9995,342
spring,Apr,Tue,clear,2011,8,0,1,18.320000000000004,18.9998,88.0,7.0015,353
winter,Feb,Mon,clear,2012,4,0,0,3.28,-0.9982000000000006,41.0,12.998,6
winter,Dec,Sat,clear,2012,17,0,1,3.28,-0.0015999999999998,60.0,8.9981,271
spring,May,Wed,clear,2011,20,0,1,19.26,20.003,83.0,27.9993,283
spring,Jun,Sun,cloudy,2011,18,0,0,26.78,26.998999999999995,30.0,11.0014,341
spring,Jun,Tue,clear,2011,0,0,1,21.14,22.9994,78.0,8.9981,29
summer,Sep,Tue,clear,2012,14,1,0,26.78,30.001999999999995,70.0,19.9995,512
summer,Jul,Tue,clear,2012,19,0,1,29.6,36.001400000000004,63.0,8.9981,595
summer,Jun,Fri,cloudy,2011,12,0,1,27.72,32.0018,66.0,19.0012,160
fall,Dec,Sun,cloudy,2011,2,0,0,5.160000000000002,1.9982000000000009,56.00000000000001,15.0013,58
fall,Oct,Sat,cloudy,2012,8,0,1,17.380000000000003,18.0032,94.0,7.0015,467
summer,Aug,Wed,clear,2012,16,0,1,30.54,30.9986,33.0,22.0028,480
spring,May,Thu,clear,2011,8,0,1,22.08,24.0026,69.0,15.0013,531
fall,Dec,Wed,cloudy,2012,4,0,1,7.98,5.001199999999997,76.0,19.0012,8
summer,Aug,Sat,clear,2012,16,0,1,28.660000000000004,32.0018,55.00000000000001,19.9995,467
winter,Dec,Wed,cloudy,2012,17,1,0,7.040000000000001,3.998000000000001,56.99999999999999,16.997899999999998,50
spring,Apr,Sat,clear,2012,1,0,1,15.5,15.9968,59.0,30.0026,35
summer,Aug,Thu,cloudy,2012,9,0,1,23.96,26.002399999999994,74.0,6.0032,350
spring,Jun,Thu,clear,2012,3,0,1,21.14,22.0028,83.0,12.998,8
spring,Apr,Fri,cloudy,2012,10,0,1,13.62,13.997,94.0,11.0014,139
spring,May,Mon,clear,2012,3,0,0,22.08,24.0026,73.0,11.0014,36
fall,Nov,Thu,clear,2011,23,0,1,5.160000000000002,1.0015999999999998,52.0,19.0012,50
winter,Mar,Sat,clear,2011,0,0,1,11.739999999999998,11.997200000000005,57.99999999999999,19.0012,29
winter,Mar,Fri,rain,2011,19,0,1,12.68,13.0004,0.0,39.0007,56
winter,Jan,Sat,clear,2011,7,0,1,1.4000000000000004,-4.001200000000001,51.0,19.0012,68
winter,Feb,Fri,clear,2011,9,0,1,-0.4799999999999995,-6.9976,47.0,19.9995,133
winter,Dec,Fri,clear,2011,6,0,1,8.919999999999998,9.000800000000002,87.0,0.0,64
summer,Jun,Fri,clear,2012,3,0,1,23.020000000000003,24.9992,50.0,6.0032,7
spring,Jun,Tue,rain,2011,8,0,1,18.320000000000004,18.9998,83.0,12.998,221
fall,Oct,Fri,rain,2012,5,0,1,22.08,22.0028,89.0,7.0015,39
fall,Oct,Sun,clear,2012,23,0,0,12.68,13.0004,62.0,8.9981,179
fall,Oct,Sun,clear,2012,9,0,0,8.919999999999998,7.9975999999999985,50.0,6.0032,266
summer,Sep,Sun,clear,2012,6,0,0,17.380000000000003,18.0032,49.0,27.9993,33
summer,Aug,Mon,clear,2011,20,0,0,24.9,28.002199999999995,79.0,16.997899999999998,181
fall,Oct,Sat,clear,2012,8,0,1,11.739999999999998,11.997200000000005,71.0,6.0032,745
summer,Jul,Tue,cloudy,2011,13,1,0,28.660000000000004,30.9986,49.0,0.0,423
winter,Jan,Thu,clear,2012,4,0,1,1.4000000000000004,-2.0013999999999985,80.0,8.9981,2
fall,Nov,Tue,clear,2012,22,0,1,7.040000000000001,7.000999999999998,61.0,0.0,104
summer,Aug,Sun,clear,2011,0,0,0,23.020000000000003,24.0026,78.0,12.998,133
fall,Oct,Tue,cloudy,2011,13,0,1,12.68,13.0004,44.0,15.0013,152
fall,Oct,Sat,cloudy,2012,13,0,1,19.26,20.003,68.0,8.9981,337
summer,Aug,Thu,clear,2011,2,0,1,25.84,28.002199999999995,54.0,11.0014,11
spring,Jun,Wed,cloudy,2012,3,0,1,23.020000000000003,24.9992,69.0,16.997899999999998,12
fall,Nov,Sat,clear,2012,20,0,1,8.919999999999998,5.997799999999998,46.0,16.997899999999998,227
fall,Oct,Tue,clear,2012,21,0,1,14.56,15.0002,67.0,6.0032,174
fall,Sep,Tue,clear,2012,20,0,1,16.44,17.0,52.0,7.0015,432
spring,May,Fri,clear,2011,20,0,1,15.5,15.9968,34.0,11.0014,258
spring,Jun,Sun,cloudy,2012,1,0,0,18.320000000000004,18.9998,83.0,7.0015,76
summer,Aug,Wed,clear,2011,12,0,1,24.9,26.002399999999994,39.0,6.0032,237
fall,Oct,Mon,clear,2012,8,0,0,12.68,13.0004,77.0,12.998,132
winter,Feb,Sat,cloudy,2011,22,0,1,3.28,-0.0015999999999998,65.0,11.0014,46
fall,Nov,Fri,cloudy,2011,19,0,1,8.919999999999998,7.000999999999998,71.0,15.0013,211
spring,Apr,Mon,clear,2012,11,0,0,15.5,15.9968,25.0,19.0012,404
winter,Mar,Mon,clear,2012,22,0,0,4.220000000000001,-0.0015999999999998,41.0,16.997899999999998,62
fall,Oct,Wed,clear,2011,14,0,1,19.26,20.003,53.0,16.997899999999998,183
spring,May,Sat,clear,2011,21,0,1,20.2,20.9996,83.0,7.0015,151
fall,Dec,Thu,clear,2012,5,0,1,4.220000000000001,1.0015999999999998,60.0,12.998,37
spring,Apr,Fri,cloudy,2012,11,0,1,11.739999999999998,11.997200000000005,38.0,15.0013,268
fall,Sep,Tue,clear,2012,1,0,1,13.62,13.997,67.0,8.9981,18
summer,Jul,Thu,clear,2011,19,0,1,30.54,40.001000000000005,67.0,11.0014,382
winter,Mar,Mon,cloudy,2011,13,0,0,13.62,13.997,94.0,23.9994,105
fall,Nov,Sun,cloudy,2012,4,0,0,7.040000000000001,3.998000000000001,49.0,19.9995,16
winter,Jan,Tue,clear,2012,7,1,0,3.28,-2.0013999999999985,32.0,26.0027,16
summer,Aug,Fri,clear,2012,0,0,1,24.9,28.002199999999995,74.0,0.0,63
fall,Nov,Tue,cloudy,2012,19,0,1,10.8,11.000600000000002,57.99999999999999,19.0012,406
winter,Dec,Fri,cloudy,2011,16,0,1,13.62,13.997,63.0,0.0,256
winter,Jan,Mon,clear,2011,20,0,0,0.4599999999999991,-2.9979999999999998,47.0,11.0014,57
fall,Oct,Mon,cloudy,2012,23,0,0,18.320000000000004,18.9998,68.0,19.0012,105
spring,Apr,Sat,clear,2012,18,0,1,21.14,24.9992,50.0,19.0012,668
winter,Jan,Tue,clear,2011,19,0,1,1.4000000000000004,1.0015999999999998,47.0,0.0,110
summer,Jun,Thu,clear,2011,8,0,1,24.9,26.998999999999995,48.0,19.0012,540
fall,Nov,Tue,clear,2012,10,0,1,7.040000000000001,7.000999999999998,49.0,0.0,147
fall,Dec,Sun,cloudy,2012,9,0,0,9.86,9.9974,94.0,0.0,170
winter,Mar,Fri,clear,2011,9,0,1,10.8,11.000600000000002,62.0,16.997899999999998,185
spring,Apr,Wed,clear,2012,17,0,1,21.14,24.0026,17.0,12.998,757
summer,Aug,Mon,clear,2011,18,0,0,26.78,30.001999999999995,66.0,11.0014,347
summer,Jun,Fri,clear,2011,2,0,1,25.84,30.001999999999995,74.0,15.0013,4
fall,Nov,Sat,clear,2011,23,0,1,7.040000000000001,3.998000000000001,49.0,22.0028,89
spring,Mar,Tue,cloudy,2011,18,0,1,16.44,17.0,72.0,15.0013,276
fall,Nov,Wed,clear,2012,14,0,1,8.919999999999998,7.9975999999999985,40.0,7.0015,240
summer,Sep,Wed,clear,2012,15,0,1,29.6,34.998200000000004,59.0,31.0009,292
spring,May,Thu,clear,2012,4,0,1,17.380000000000003,18.0032,88.0,0.0,4
spring,May,Fri,rain,2011,14,0,1,17.380000000000003,18.0032,73.0,12.998,180
spring,May,Fri,clear,2012,16,0,1,19.26,20.003,30.0,31.0009,421
spring,Mar,Sat,cloudy,2011,17,0,1,7.040000000000001,3.0014000000000003,36.0,23.9994,225
fall,Sep,Mon,clear,2012,8,0,0,14.56,15.0002,67.0,7.0015,144
winter,Mar,Fri,rain,2011,20,0,1,8.919999999999998,5.997799999999998,0.0,22.0028,38
spring,Mar,Wed,clear,2011,1,0,1,11.739999999999998,11.997200000000005,100.0,8.9981,19
winter,Feb,Fri,cloudy,2011,21,0,1,7.98,3.998000000000001,87.0,22.0028,83
winter,Dec,Mon,clear,2012,0,0,0,2.34,-2.0013999999999985,47.0,19.0012,27
winter,Jan,Tue,heavy_rain,2012,18,0,1,1.4000000000000004,-0.9982000000000006,86.0,6.0032,164
winter,Dec,Wed,rain,2011,16,0,1,12.68,13.0004,88.0,22.0028,46
summer,Jul,Mon,clear,2011,22,0,0,25.84,28.9988,66.0,15.0013,181
summer,Jul,Fri,clear,2012,12,0,1,34.300000000000004,38.0012,35.0,23.9994,276
summer,Sep,Sun,cloudy,2012,15,0,0,32.42,36.001400000000004,44.0,19.0012,563
summer,Aug,Fri,clear,2012,17,0,1,32.42,34.0016,36.0,16.997899999999998,810
fall,Dec,Tue,clear,2011,7,0,1,0.4599999999999991,-2.0013999999999985,74.0,7.0015,191
fall,Oct,Tue,cloudy,2012,10,1,0,9.86,9.9974,68.0,8.9981,298
winter,Feb,Fri,clear,2012,18,0,1,7.98,5.997799999999998,31.0,11.0014,417
summer,Jul,Wed,clear,2011,9,0,1,27.72,28.9988,40.0,15.0013,187
fall,Nov,Sat,clear,2012,4,0,1,7.040000000000001,3.0014000000000003,53.0,23.9994,14
spring,May,Fri,clear,2012,22,0,1,21.14,22.9994,78.0,0.0,246
spring,May,Tue,clear,2012,6,0,1,13.62,13.997,88.0,7.0015,142
winter,Feb,Fri,clear,2011,0,0,1,2.34,1.0015999999999998,55.00000000000001,6.0032,11
winter,Mar,Sun,clear,2011,18,0,0,13.62,13.997,31.0,22.0028,217
summer,Aug,Mon,cloudy,2012,9,0,0,23.020000000000003,24.9992,74.0,0.0,270
spring,Apr,Wed,clear,2012,2,0,1,8.919999999999998,7.000999999999998,71.0,8.9981,2
winter,Jan,Tue,clear,2012,19,0,1,6.1,5.001199999999997,45.0,7.0015,306
winter,Mar,Wed,rain,2012,6,0,1,13.62,13.997,82.0,12.998,113
summer,Aug,Mon,rain,2012,21,0,0,21.14,22.9994,78.0,6.0032,190
summer,Sep,Thu,cloudy,2012,5,0,1,24.9,28.002199999999995,79.0,19.9995,40
fall,Sep,Fri,cloudy,2011,6,0,1,20.2,20.003,88.0,6.0032,111
summer,Jun,Tue,clear,2012,23,0,1,22.08,24.9992,33.0,22.0028,103
winter,Feb,Fri,clear,2011,14,0,1,2.34,-2.9979999999999998,37.0,26.0027,47
fall,Nov,Sat,clear,2011,14,0,1,12.68,13.0004,47.0,19.9995,201
summer,Aug,Fri,clear,2011,12,0,1,28.660000000000004,28.9988,31.0,16.997899999999998,214
winter,Feb,Sat,clear,2011,15,0,1,13.62,13.997,41.0,54.002,55
fall,Oct,Tue,clear,2011,12,0,1,11.739999999999998,11.997200000000005,44.0,15.0013,170
spring,Mar,Fri,cloudy,2011,11,0,1,6.1,1.9982000000000009,81.0,19.9995,71
winter,Dec,Fri,cloudy,2011,8,0,1,1.4000000000000004,1.0015999999999998,64.0,0.0,210
winter,Feb,Thu,rain,2011,0,0,1,2.34,-0.0015999999999998,93.0,7.0015,2
fall,Dec,Sun,clear,2012,6,0,0,3.28,-0.0015999999999998,87.0,8.9981,27
winter,Feb,Thu,clear,2012,9,0,1,7.040000000000001,5.997799999999998,70.0,6.0032,252
summer,Jul,Sat,clear,2012,1,0,1,23.020000000000003,22.9994,89.0,8.9981,11
fall,Dec,Sat,clear,2011,9,0,1,5.160000000000002,5.001199999999997,81.0,0.0,246
